molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,standard_value,standard_units,pchembl_value
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,2000.0,nM,5.70
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,2100.0,nM,5.68
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,41M,In vitro antitumor activity against 41M cell line.,=,260.0,nM,6.58
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,280.0,nM,6.55
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5700.0,nM,5.24
CHEMBL104893,AMMONIO(DICHLORO)PLATINUM(CYCLOHEXYL)AMMONIUM,C6H14Cl2N2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,83.0,nM,7.08
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,10200.0,nM,4.99
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,16000.0,nM,4.80
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,3200.0,nM,5.50
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,14300.0,nM,4.84
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,9500.0,nM,5.02
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,41M,In vitro antitumor activity against 41M cell line.,=,14400.0,nM,4.84
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,27000.0,nM,4.57
CHEMBL105222,"trans-a-Ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (IV)",C7H18Cl2N2O2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,40000.0,nM,4.40
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,950.0,nM,6.02
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,7000.0,nM,5.16
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,10200.0,nM,4.99
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5200.0,nM,5.28
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,1100.0,nM,5.96
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,1900.0,nM,5.72
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,1300.0,nM,5.89
CHEMBL105598,"trans-a-Ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (IV)",C5H14Cl2N2O2Pt,41M,In vitro antitumor activity against 41M cell line.,=,1100.0,nM,5.96
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,11000.0,nM,4.96
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,66.0,nM,7.18
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,56.0,nM,7.25
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,190.0,nM,6.72
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,15300.0,nM,4.82
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,1200.0,nM,5.92
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,14000.0,nM,4.85
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,1800.0,nM,5.75
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,7400.0,nM,5.13
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,3200.0,nM,5.50
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,1600.0,nM,5.80
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,4900.0,nM,5.31
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,1900.0,nM,5.72
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,87000.0,nM,4.06
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,250.0,nM,6.60
CHEMBL108133,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-trans-{PtCl(NH3)2}],C6H22Cl2N6Pt2+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,410.0,nM,6.39
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,1300.0,nM,5.89
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,970.0,nM,6.01
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,24000.0,nM,4.62
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,280.0,nM,6.55
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,890.0,nM,6.05
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,300.0,nM,6.52
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,2500.0,nM,5.60
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,670.0,nM,6.17
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,31000.0,nM,4.51
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,17700.0,nM,4.75
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,66.0,nM,7.18
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,340.0,nM,6.47
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,220.0,nM,6.66
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,980.0,nM,6.01
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,2400.0,nM,5.62
CHEMBL111089,trans-[{PtCl(NH3)2}-mu-{NH2(CH2)6NH2}-cis-{PtCl2(NH3)}]Cl,C6H20Cl3N5Pt2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,12500.0,nM,4.90
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,=,107000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,Growth and colony formation inhibition of CEM leukemia cancer cell lines,<,1000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,=,26000.0,nM,4.58
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780cisR,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,=,38000.0,nM,4.42
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,cytotoxicity against CH1 cells incubated for 24 hr in MTT assay.,=,6000.0,nM,5.22
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Growth and colony formation inhibition of VM-1 leukemia cancer cell lines,<,1000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,=,2200.0,nM,5.66
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,cytotoxicity against CH1cisR cells incubated for 24 hr in MTT assay,=,23000.0,nM,4.64
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Growth and colony formation inhibition of PA-1 ovarian cancer cell lines,=,300.0,nM,6.52
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OV-1063,In vitro growth inhibition against OV-1063 cells incubated for 72 hr using cytotoxicity assay,=,500.0,nM,6.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Growth and colony formation inhibition of SW626 ovarian cancer cell lines,=,500.0,nM,6.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,U-87 MG,In vitro inhibitory concentration against growth of U87MG glioblastoma cell line in clonogenic survival assay after 24 hr,=,490.0,nM,6.31
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,In vitro inhibitory concentration against growth of SNB19 glioblastoma cell line in clonogenic survival assay after 24 hr,=,810.0,nM,6.09
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,2230.0,nM,5.65
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Inhibitory concentration againstHuman cell lung carcinoma cell line NCI-H69/LX4; n=3,=,2820.0,nM,5.55
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,YAPC,Compound was tested for growth inhibition against human YAPC cell lines,=,6030.0,nM,5.22
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DAN-G,Growth inhibition against human DAN-G cell lines,=,1390.0,nM,5.86
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SISO,Growth inhibition against human SISO cell lines,=,200.0,nM,6.70
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LCLC-103H cell line,Growth inhibition against human LCLC-103H cell lines,=,1630.0,nM,5.79
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,Growth inhibition against human MCF-7 cell lines,=,740.0,nM,6.13
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TERT-RPE1,Compound was tested for growth inhibition against human h-TERTRPE1 cell lines,=,3040.0,nM,5.52
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,In vitro growth inhibition against C-26 cells incubated for 4 hr using cytotoxicity assay,=,1500.0,nM,5.82
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,In vitro growth inhibition against C-26 cells incubated for 24 hr using cytotoxicity assay,=,600.0,nM,6.22
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H69,Inhibitory concentration againstHuman cell lung carcinoma cell line NCI-H69; n=3,=,683.0,nM,6.17
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,770.0,nM,6.11
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,470.0,nM,6.33
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,In vitro growth inhibition against C-26 cells incubated for 72 hr using cytotoxicity assay,=,200.0,nM,6.70
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,330.0,nM,6.48
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HeLa,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,=,1200.0,nM,5.92
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HL-60,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,=,1700.0,nM,5.77
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,32900.0,nM,4.48
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,45030.0,nM,4.35
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,1370.0,nM,5.86
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Antiproliferative activity in MDA-MB 231 human breast cancer cells,=,4000.0,nM,5.40
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OV-1063,In vitro growth inhibition against OV-1063 cells incubated for 4 hr using cytotoxicity assay,=,2000.0,nM,5.70
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Antiproliferative activity in MCF-7 human breast cancer cells,=,2000.0,nM,5.70
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HeLa,inhibitory concentration against estrogen independent human uterus cancer cell line HeLa,=,3600.0,nM,5.44
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,=,600.0,nM,6.22
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,inhibitory concentration against estrogen independent human uterus cancer cell line HEC-1-A,=,11700.0,nM,4.93
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human uterus cancer RL-95-2 cell proliferation,=,10300.0,nM,4.99
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Growth and colony formation inhibition of SKOV-3 ovarian cancer cell lines,=,500.0,nM,6.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CNE,Antitumor activity against human nasopharyngeal carcinoma CNE cell line,=,2.34,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HeLa,Antitumor activity against human cervical carcinoma HeLa cell line,=,5.89,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,Antitumor activity against human lung adenocarcinoma A549 cell line,=,3.58,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Unchecked,"Inhibition concentration against C6 human breast cancer cells by the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide (MTT) method",=,5270.0,nM,5.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,Concentration required to inhibit growth of the human ovarian cancer 41M cells by 50% after 96h exposure,=,1400.0,nM,5.85
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Concentration required to inhibit growth of the human ovarian cancer CH1 cells by 50% after 96h exposure,=,100.0,nM,7.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),=,7300.0,nM,5.14
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RT-4,Growth inhibition against human RT-4 cell lines,=,3700.0,nM,5.43
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RT-112,Growth inhibition against human RT-112 cell lines,=,2140.0,nM,5.67
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,5637,Growth inhibition against human 5637 cell lines,=,310.0,nM,6.51
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KYSE-70 cell line,Growth inhibition against human KYSE-70 cell lines,=,1490.0,nM,5.83
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line,=,2900.0,nM,5.54
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Cytotoxic activity against SKOV-3 cell line (human solid ovarian tumor cell line),=,3.42,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,Cytotoxic activity against A549 cell line (non-small cell lung carcinoma),=,3.09,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCT-15,Cytotoxic activity against HCT15 cell line (human colon solid tumor cell line),=,6.91,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KYSE-150 cell line,Growth inhibition against human KYSE-150 cell lines,=,880.0,nM,6.06
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KYSE-520 cell line,Growth inhibition against human KYSE-520 cell lines,=,5070.0,nM,5.29
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,XF498,Cytotoxic activity against XF498 cell line (human CNS solid tumor),=,3.47,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-MEL-2,Cytotoxic activity against SKMEL-2 cell line,=,3.28,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human ovarian cancer SKOV-3 cell proliferation ,=,5800.0,nM,5.24
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OV-1063,In vitro growth inhibition against OV-1063 cells incubated for 24 hr using cytotoxicity assay,=,700.0,nM,6.16
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780cp,=,6500.0,nM,5.19
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,=,700.0,nM,6.16
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human uterus cancer Ishikawa cell proliferation,=,7900.0,nM,5.10
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,inhibitory concentration against estrogen independent human uterus cancer cell line KLE,=,12500.0,nM,4.90
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human ovarian cancer OVCAR-3 cell proliferation,=,2500.0,nM,5.60
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EFM-19,SANGER: Inhibition of human EFM-19 cell growth in a cell viability assay.,=,244657.43,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DOK,SANGER: Inhibition of human DOK cell growth in a cell viability assay.,=,12497.42,nM,4.90
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAPAN-1,SANGER: Inhibition of human CAPAN-1 cell growth in a cell viability assay.,=,24320.29,nM,4.61
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAMA-1,SANGER: Inhibition of human CAMA-1 cell growth in a cell viability assay.,=,117497.85,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BB65-RCC,SANGER: Inhibition of human BB65-RCC cell growth in a cell viability assay.,=,2824.62,nM,5.55
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,786-0,SANGER: Inhibition of human 786-0 cell growth in a cell viability assay.,=,4465.08,nM,5.35
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,769-P,SANGER: Inhibition of human 769-P cell growth in a cell viability assay.,=,16154.83,nM,4.79
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,697,SANGER: Inhibition of human 697 cell growth in a cell viability assay.,=,1887.52,nM,5.72
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against Cisplatin resistant L1210/CPR leukemia cell lines.,=,3400.0,nM,5.47
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Ca-Ski,SANGER: Inhibition of human Ca-Ski cell growth in a cell viability assay.,=,10295.37,nM,4.99
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-85-1,SANGER: Inhibition of human CAL-85-1 cell growth in a cell viability assay.,=,731728.83,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CAL-72,SANGER: Inhibition of human CAL-72 cell growth in a cell viability assay.,=,23424.93,nM,4.63
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BB49-HNC,SANGER: Inhibition of human BB49-HNC cell growth in a cell viability assay.,=,48194.36,nM,4.32
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BB30-HNC,SANGER: Inhibition of human BB30-HNC cell growth in a cell viability assay.,=,24524.17,nM,4.61
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,647-V,SANGER: Inhibition of human 647-V cell growth in a cell viability assay.,=,113787.08,nM,
